history

BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR
RTSI;RTSI;2016-09-05;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;977,45;972,05;984,79;970,53;407459910,31;;;2;142742079077,6;USD;146035232,229900
RTSI;RTSI;2016-09-02;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;969,86;945,36;971,66;945,36;426692896,81;;;2;141633488530,72;USD;146035232,229900
RTSI;RTSI;2016-09-01;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;944,96;952,93;954,23;944,88;336017434,15;;;2;137997519965,86;USD;146035232,229900
RTSI;RTSI;2016-08-31;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;950,25;958,6;959,97;947,34;451406075,92;;;2;138770620404,9;USD;146035232,229900
RTSI;RTSI;2016-08-30;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;958,67;967,53;969,97;957,62;344810883,97;;;2;139999334715;USD;146035232,229900
RTSI;RTSI;2016-08-29;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;962,08;964,65;964,65;953,74;296103720,1;;;2;140497125886,85;USD;146035232,229900
RTSI;RTSI;2016-08-26;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;973,43;966,59;977,81;958,56;471938267,88;;;2;142155741115,22;USD;146035232,229900
RTSI;RTSI;2016-08-25;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;966,29;958,8;967,45;955,63;466632695,78;;;2;141112130654,45;USD;146035232,229900
RTSI;RTSI;2016-08-24;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;958,04;969,57;969,86;954,65;320857161,36;;;2;139907092919,96;USD;146035232,229900
RTSI;RTSI;2016-08-23;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;972,25;960,49;975,58;959,2;358550623,26;;;2;141982606609,44;USD;146035232,229900
RTSI;RTSI;2016-08-22;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;963,29;964,43;965,14;954,66;315983480,47;;;2;140674168015,48;USD;146035232,229900
RTSI;RTSI;2016-08-19;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;965,68;976,23;977;963,72;309219710,24;;;2;141023613426,64;USD;146035232,229900
RTSI;RTSI;2016-08-18;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;975,04;972,84;981,56;967,01;401658848,29;;;2;142390099377,64;USD;146035232,229900
RTSI;RTSI;2016-08-17;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;965,39;973,72;973,72;962,37;392624558,78;;;2;140980275829,89;USD;146035232,229900
RTSI;RTSI;2016-08-16;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;974,82;972,84;987,07;965,87;449646856,23;;;2;142358014520,76;USD;146035232,229900
RTSI;RTSI;2016-08-15;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;972,1;958,22;975,57;955,75;379423274,02;;;2;141960835523,32;USD;146035232,229900
RTSI;RTSI;2016-08-12;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;954,58;957,68;965,63;950,76;359857192,96;;;2;139402590016,12;USD;146035232,229900
RTSI;RTSI;2016-08-11;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;952,81;942,74;952,81;937,32;339450025,18;;;2;139144449911,32;USD;146035232,229900
RTSI;RTSI;2016-08-10;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;946,63;951,46;957,49;944,98;332393506,53;;;2;138241394360,83;USD;146035232,229900
RTSI;RTSI;2016-08-09;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;953,98;952,49;958,05;944,13;352942021,83;;;2;139315378708,36;USD;146035232,229900
RTSI;RTSI;2016-08-08;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;953,64;936,63;953,64;936,63;311127836,06;;;2;139265458773,37;USD;146035232,229900
RTSI;RTSI;2016-08-05;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;935,46;932,25;938,72;931,27;326938883,98;;;2;136610566699,76;USD;146035232,229900
RTSI;RTSI;2016-08-04;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;927,5;915,15;927,5;913,44;365280470,91;;;2;135448161154,3;USD;146035232,229900
RTSI;RTSI;2016-08-03;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;910,54;904;912,29;898,05;349913429,53;;;2;132970784535,85;USD;146035232,229900
RTSI;RTSI;2016-08-02;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;903,04;916,48;917,39;901,94;425625273,72;;;2;131875410682,99;USD;146035232,229900
RTSI;RTSI;2016-08-01;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;922,53;930,38;938,64;918,97;369599873,85;;;2;134721157051,42;USD;146035232,229900
RTSI;RTSI;2016-07-29;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;927,57;923,64;928,74;910,74;467273855,59;;;2;135458242128,84;USD;146035232,229900
RTSI;RTSI;2016-07-28;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;923,39;925,93;929,17;918,33;400857740,59;;;2;134847831038,68;USD;146035232,229900
RTSI;RTSI;2016-07-27;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;921,67;926,1;930,08;916,56;421637593,51;;;2;134596510421,47;USD;146035232,229900
RTSI;RTSI;2016-07-26;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;924,74;930,62;931,32;911,64;461191051,92;;;2;135043970151,33;USD;146035232,229900
RTSI;RTSI;2016-07-25;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;930,71;937,23;944,29;927,64;416816802;;;2;135915749336,84;USD;146035232,229900
RTSI;RTSI;2016-07-22;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;935,98;941,34;945,35;935,98;272359910,84;;;2;136685769135,31;USD;146035232,229900
RTSI;RTSI;2016-07-21;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;947,07;948,37;953,32;943,99;316190918,86;;;2;138304887122,17;USD;146035232,229900
RTSI;RTSI;2016-07-20;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;946,73;949,68;954,4;938,42;437864095,7;;;2;138255871988,39;USD;146035232,229900
RTSI;RTSI;2016-07-19;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;952,8;962,72;967,2;945,07;517416843,95;;;2;139142012719,3;USD;146035232,229900
RTSI;RTSI;2016-07-18;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;969,35;961,2;974,13;958,01;483572665,66;;;2;141559806460,44;USD;146035232,229900
RTSI;RTSI;2016-07-15;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;963,7;968,56;969,47;959,38;574791221,38;;;2;140734579976,78;USD;146035232,229900
RTSI;RTSI;2016-07-14;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;972,44;956,58;975,21;951,87;538115314,39;;;2;142010993838,87;USD;146035232,229900
RTSI;RTSI;2016-07-13;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;952,37;955,21;962,12;949,3;599116032,51;;;2;139079758230,09;USD;146035232,229900
RTSI;RTSI;2016-07-12;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;955,41;939,15;957,11;938,21;516881571,02;;;2;139523896300,39;USD;146035232,229900
RTSI;RTSI;2016-07-11;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;941,35;931,3;942,4;925,22;443975085,98;;;2;137470990867,09;USD;146035232,229900
RTSI;RTSI;2016-07-08;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;934,35;914,14;935,58;912,44;554906188,01;;;2;136448291384,27;USD;146035232,229900
RTSI;RTSI;2016-07-07;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;923,85;925,94;937,24;922,03;492749939,19;;;2;134914345514,84;USD;146035232,229900
RTSI;RTSI;2016-07-06;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;917,71;926,66;927,12;911,04;414474975,43;;;2;134017541562,74;USD;146035232,229900
RTSI;RTSI;2016-07-05;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;925,23;938,24;938,24;922,75;334150544,24;;;2;135115778703,9593;USD;146035232,229900
RTSI;RTSI;2016-07-04;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;940,85;937,77;945,91;935,62;332190454,59;;;2;137397569276,5225;USD;146035232,229900
RTSI;RTSI;2016-07-01;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;933,32;931,2;937,54;922,59;338778719,84;;;2;136297045256,6955;USD;146035232,229900
RTSI;RTSI;2016-06-30;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;930,77;931,13;936,41;919,4;451343453,72;;;2;135924884489,0471;USD;146035232,229900
RTSI;RTSI;2016-06-29;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;931,35;915,52;931,35;912,07;399258893,66;;;2;136010200563,1106;USD;146035232,229900
RTSI;RTSI;2016-06-28;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;905,36;890,88;909,86;890,88;462232355,92;;;2;132214075328,7951;USD;146035232,229900
RTSI;RTSI;2016-06-27;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;888,78;909,14;913,1;885,22;537970036,35;;;2;129793727669,6005;USD;146035232,229900
RTSI;RTSI;2016-06-24;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;912,49;920,67;920,67;887,44;655071008,61;;;2;133255637782,0654;USD;146035232,229900
RTSI;RTSI;2016-06-23;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;941,11;919,69;942,06;917,11;403096291,44;;;2;137434554703,6021;USD;146035232,229900
RTSI;RTSI;2016-06-22;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;927,29;942,39;947,72;924,89;335384467,8;;;2;135416393283,38;USD;146035232,229900
RTSI;RTSI;2016-06-21;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;937,22;932,29;939,47;923,07;400372452,09;;;2;136866712294,8038;USD;146035232,229900
RTSI;RTSI;2016-06-20;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;935,04;917,8;938,15;917,8;372926460,74;;;2;136548219517,3684;USD;146035232,229900
RTSI;RTSI;2016-06-17;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;910,28;898,59;917,46;898,59;543387578,6;;;2;132933151197,5846;USD;146035232,229900
RTSI;RTSI;2016-06-16;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;895;905,41;905,75;884,83;493392940;;;2;130701386828,3137;USD;146035232,229900
RTSI;RTSI;2016-06-15;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;910,08;897,33;912,34;895,88;578560573,41;;;2;135693421020,0086;USD;149101116,691700
RTSI;RTSI;2016-06-14;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;900,19;916,15;918,69;891,24;617365490,43;;;2;134219452213,1367;USD;149101116,691700
RTSI;RTSI;2016-06-10;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;924,65;943,51;944,28;924,65;443728205,35;;;2;137866729294,9367;USD;149101116,691700
RTSI;RTSI;2016-06-09;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;950,86;966,56;967,58;945,02;462766988,55;;;2;141773632018,7029;USD;149101116,691700
RTSI;RTSI;2016-06-08;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;965,36;952,55;965,36;947,32;593442802,63;;;2;143936656782,8356;USD;149101116,691700
RTSI;RTSI;2016-06-07;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;948,87;925,71;948,87;922,94;615809875,59;;;0;141477796166,9369;USD;149101116,691700
RTSI;RTSI;2016-06-06;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;922,91;908,87;927,26;905,41;450466834,52;;;0;137606318579,0086;USD;149101116,691700
RTSI;RTSI;2016-06-03;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;902,64;892,28;903,7;886,46;482683964;;;2;134583945063,0085;USD;149101116,691700
RTSI;RTSI;2016-06-02;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;885,93;889,77;896,76;874,88;423847410,15;;;0;132093379726,0221;USD;149101116,691700
RTSI;RTSI;2016-06-01;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;890,52;897;901,95;884,8;495929099,41;;;0;132777083157,6729;USD;149101116,691700
RTSI;RTSI;2016-05-31;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;904,33;927,49;928,95;904,33;800996579,01;;;2;134836116210,4724;USD;149101116,691700
RTSI;RTSI;2016-05-30;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;925,51;920,07;927,45;913,95;228556928,85;;;0;137993906648,3836;USD;149101116,691700
RTSI;RTSI;2016-05-27;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;917,52;915,75;921,88;910,5;457625415,92;;;2;136803874916,9156;USD;149101116,691700
RTSI;RTSI;2016-05-26;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;918,79;916,65;934,61;914,72;630709456,49;;;0;136992583919,5098;USD;149101116,691700
RTSI;RTSI;2016-05-25;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;907,97;899,38;917,6;899,38;552011123,81;;;0;135378741161,9265;USD;149101116,691700
RTSI;RTSI;2016-05-24;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;891,48;880,92;893,43;878,13;367046464,57;;;0;132921150374,4077;USD;149101116,691700
RTSI;RTSI;2016-05-23;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;879,55;891,11;891,11;873,58;382066944,85;;;2;131141473240,557;USD;149101116,691700
RTSI;RTSI;2016-05-20;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;893,09;896,9;902,35;886,41;460402473,17;;;0;133160704809,7381;USD;149101116,691700
RTSI;RTSI;2016-05-19;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;885,42;910,7;912,82;885,42;576372780,54;;;2;132016963625,1465;USD;149101116,691700
RTSI;RTSI;2016-05-18;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;926,82;928,04;928,04;918,12;432584883,26;;;0;138190532802,3396;USD;149101116,691700
RTSI;RTSI;2016-05-17;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;931,73;928,81;934,97;910,34;571325058,97;;;0;138921915118,6655;USD;149101116,691700
RTSI;RTSI;2016-05-16;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;929,12;920,29;942,27;918,73;485294241,35;;;2;138532439243,9081;USD;149101116,691700
RTSI;RTSI;2016-05-13;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;921,88;923,01;923,75;907,96;468014699,76;;;0;137453231723,3773;USD;149101116,691700
RTSI;RTSI;2016-05-12;Θνδεκρ ΠÒΡ;Θνδεκρ ΠÒΡ;915,95;926,97;934,63;915,95;516297334,91;;;2;136569540351,7998;USD;149101116,691700


